,충전소명,충전소ID,충전기ID,충전기타입,주소,상세위치,이용가능시간,lat,long,기관 아이디,기관명,운영기관명,운영기관연락처,충전기상태,상태갱신일시,마지막 충전시작일시,마지막 충전종료일시,충전중 시작일시,,충전용량,충전방식,지역코드,지역구분 상세 코드,충전소 구분 코드,충전소 구분 상세코드,주차료무료,충전소 안내,이용자 제한,이용제한 사유,삭제 여부,삭제 사유
9465,한국국토정보공사 용인지사,CV000466,2,2,경기도 용인시 처인구 중부대로 1414,,09:00~18:00,37.232296,127.201209,CV,대영채비,대영채비㈜,1522-2573,2,20220920215019.0,20220920134629.0,20220920214631.0,20220920134629.0,,,,41,41460.0,A0,A003,Y,,N,,N,
9466,한국국토정보공사 용인지사,CV000466,3,2,경기도 용인시 처인구 중부대로 1414,,09:00~18:00,37.232296,127.201209,CV,대영채비,대영채비㈜,1522-2573,2,20220920193021.0,20220907134831.0,20220907144141.0,20220907134831.0,,,,41,41460.0,A0,A003,Y,,N,,N,
9467,한국국토정보공사 용인지사,CV000466,4,2,경기도 용인시 처인구 중부대로 1414,,09:00~18:00,37.232296,127.201209,CV,대영채비,대영채비㈜,1522-2573,2,20220920193021.0,20220916130418.0,20220916135711.0,20220916130418.0,,,,41,41460.0,A0,A003,Y,,N,,N,
9468,한국국토정보공사 용인지사,CV000466,5,2,경기도 용인시 처인구 중부대로 1414,,09:00~18:00,37.232296,127.201209,CV,대영채비,대영채비㈜,1522-2573,2,20220921002519.0,20220920232230.0,20220921001614.0,20220920232230.0,,,,41,41460.0,A0,A003,Y,,N,,N,
9469,한국국토정보공사 용인지사,CV000466,6,2,경기도 용인시 처인구 중부대로 1414,,09:00~18:00,37.232296,127.201209,CV,대영채비,대영채비㈜,1522-2573,2,20220920193021.0,20220907134725.0,20220907144005.0,20220907134725.0,,,,41,41460.0,A0,A003,Y,,N,,N,
9470,한국국토정보공사 용인지사,CV000466,7,2,경기도 용인시 처인구 중부대로 1414,,09:00~18:00,37.232296,127.201209,CV,대영채비,대영채비㈜,1522-2573,2,20220920193021.0,20220920143907.0,20220920143910.0,20220920143907.0,,,,41,41460.0,A0,A003,Y,,N,,N,
9471,한국국토정보공사 용인지사,CV000466,8,2,경기도 용인시 처인구 중부대로 1414,,09:00~18:00,37.232296,127.201209,CV,대영채비,대영채비㈜,1522-2573,2,20220920193021.0,20220819120537.0,20220819120725.0,20220819120537.0,,,,41,41460.0,A0,A003,Y,,N,,N,
9796,에버랜드 셔틀버스 승강장,CV000614,1,6,경기도 용인시 처인구 포곡읍 전대로78번길 22-1,,24시간 이용가능,37.287300698802,127.2179780482,CV,대영채비,대영채비(주),1522-2573,3,20220921203017.0,20220921145736.0,20220921155736.0,20220921202737.0,,,,41,41460.0,E0,E003,Y,,N,,N,
9797,에버랜드 셔틀버스 승강장,CV000614,2,6,경기도 용인시 처인구 포곡읍 전대로78번길 22-1,,24시간 이용가능,37.287300698802,127.2179780482,CV,대영채비,대영채비(주),1522-2573,2,20220920193019.0,20220911121506.0,20220911121511.0,20220911121506.0,,,,41,41460.0,E0,E003,Y,,N,,N,
9798,에버랜드 셔틀버스 승강장,CV000614,3,6,경기도 용인시 처인구 포곡읍 전대로78번길 22-1,,24시간 이용가능,37.287300698802,127.2179780482,CV,대영채비,대영채비(주),1522-2573,3,20220921202017.0,20220921171956.0,20220921173138.0,20220921201816.0,,,,41,41460.0,E0,E003,Y,,N,,N,
9799,에버랜드 셔틀버스 승강장,CV000614,4,6,경기도 용인시 처인구 포곡읍 전대로78번길 22-1,,24시간 이용가능,37.287300698802,127.2179780482,CV,대영채비,대영채비(주),1522-2573,2,20220921183017.0,20220921172733.0,20220921182733.0,20220921172733.0,,,,41,41460.0,E0,E003,Y,,N,,N,
9800,에버랜드 셔틀버스 승강장,CV000614,5,6,경기도 용인시 처인구 포곡읍 전대로78번길 22-1,,24시간 이용가능,37.287300698802,127.2179780482,CV,대영채비,대영채비(주),1522-2573,2,20220921181517.0,20220921171510.0,20220921171511.0,20220921171510.0,,,,41,41460.0,E0,E003,Y,,N,,N,
9801,에버랜드 셔틀버스 승강장,CV000614,6,6,경기도 용인시 처인구 포곡읍 전대로78번길 22-1,,24시간 이용가능,37.287300698802,127.2179780482,CV,대영채비,대영채비(주),1522-2573,1,20220920193019.0,20220920134426.0,20220920140926.0,20220920134426.0,,,,41,41460.0,E0,E003,Y,,N,,N,
9802,에버랜드 셔틀버스 승강장,CV000614,7,6,경기도 용인시 처인구 포곡읍 전대로78번길 22-1,,24시간 이용가능,37.287300698802,127.2179780482,CV,대영채비,대영채비(주),1522-2573,1,20220920193019.0,20220913224953.0,20220913234954.0,20220912175511.0,,,,41,41460.0,E0,E003,Y,,N,,N,
9803,에버랜드 셔틀버스 승강장,CV000614,8,6,경기도 용인시 처인구 포곡읍 전대로78번길 22-1,,24시간 이용가능,37.287300698802,127.2179780482,CV,대영채비,대영채비(주),1522-2573,1,20220920193019.0,20220913111959.0,20220913121929.0,20220913111959.0,,,,41,41460.0,E0,E003,Y,,N,,N,
10315,에버랜드 홈브리지 캐빈호스텔,CV000856,1,6,경기도 용인시 처인구 포곡읍 에버랜드로 199,,10:00~21:00,37.289491809,127.19730648,CV,대영채비,대영채비(주),1522-2573,2,20220921191021.0,20220921190340.0,20220921190958.0,20220921190340.0,,,,41,41460.0,E0,E003,Y,,N,,N,
10566,어반런드렛,CV000948,1,2,경기도 용인시 기흥구 용구대로2469번길 47,어반런드렛(실외),09:00~18:00,37.310882,127.10486299,CV,대영채비,대영채비(주),1522-2573,2,20220920193023.0,20220917213000.0,20220918083209.0,20220917213000.0,,7.0,단독,41,41460.0,G0,G004,Y,,N,,N,
10567,어반런드렛,CV000948,2,2,경기도 용인시 기흥구 용구대로2469번길 47,어반런드렛(실외),09:00~18:00,37.310882,127.10486299,CV,대영채비,대영채비(주),1522-2573,2,20220920193023.0,20220917141309.0,20220917152233.0,20220917141309.0,,7.0,단독,41,41460.0,G0,G004,Y,,N,,N,
10568,어반런드렛,CV000948,3,2,경기도 용인시 기흥구 용구대로2469번길 47,어반런드렛(실외),09:00~18:00,37.310882,127.10486299,CV,대영채비,대영채비(주),1522-2573,2,20220920193023.0,20220918142408.0,20220918150612.0,20220918142408.0,,7.0,단독,41,41460.0,G0,G004,Y,,N,,N,
10569,어반런드렛,CV000948,4,2,경기도 용인시 기흥구 용구대로2469번길 47,어반런드렛(실외),09:00~18:00,37.310882,127.10486299,CV,대영채비,대영채비(주),1522-2573,2,20220921193520.0,20220921085341.0,20220921193258.0,20220921085341.0,,7.0,단독,41,41460.0,G0,G004,Y,,N,,N,
10937,유니버스트윈1차오피스텔,CV001103,1,2,경기도 용인시 처인구 명지로40번길 15-9,지하1층 주차장,24시간 이용가능(입주민 외 이용불가),37.231614,127.18674499,CV,대영채비,대영채비(주),1522-2573,2,20220921071524.0,20220920163258.0,20220921071339.0,20220920163258.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,입주민 외 이용불가,N,
10938,유니버스트윈2차오피스텔,CV001104,1,2,경기도 용인시 처인구 명지로60번길 8-11,지하1층 주차장,24시간 이용가능(입주민 외 이용불가),37.231546999,127.187295,CV,대영채비,대영채비(주),1522-2573,3,20220921192022.0,20220921170336.0,20220921175013.0,20220921191843.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,입주민 외 이용불가,N,
12062,신봉동부센트레빌6단지아파트,EC000090,1,2,경기도 용인시 수지구 신봉1로 216,,24시간 이용가능,37.33231249,127.06579745,EC,이지차저,(주)이지차저,1544-3332,2,20220915095511.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
12063,신봉동부센트레빌6단지아파트,EC000090,2,2,경기도 용인시 수지구 신봉1로 216,,24시간 이용가능,37.33231249,127.06579745,EC,이지차저,(주)이지차저,1544-3332,2,20220915095511.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
12064,신봉동부센트레빌6단지아파트,EC000090,3,2,경기도 용인시 수지구 신봉1로 216,,24시간 이용가능,37.33231249,127.06579745,EC,이지차저,(주)이지차저,1544-3332,2,20220915095511.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
12065,신봉동부센트레빌6단지아파트,EC000090,4,2,경기도 용인시 수지구 신봉1로 216,,24시간 이용가능,37.33231249,127.06579745,EC,이지차저,(주)이지차저,1544-3332,2,20220919162801.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
12066,신봉동부센트레빌6단지아파트,EC000090,5,2,경기도 용인시 수지구 신봉1로 216,,24시간 이용가능,37.33231249,127.06579745,EC,이지차저,(주)이지차저,1544-3332,2,20220915095511.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
12067,신봉동부센트레빌6단지아파트,EC000090,6,2,경기도 용인시 수지구 신봉1로 216,,24시간 이용가능,37.33231249,127.06579745,EC,이지차저,(주)이지차저,1544-3332,3,20220921191907.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
12068,신봉동부센트레빌6단지아파트,EC000090,7,2,경기도 용인시 수지구 신봉1로 216,,24시간 이용가능,37.33231249,127.06579745,EC,이지차저,(주)이지차저,1544-3332,2,20220915095511.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
12069,신봉동부센트레빌6단지아파트,EC000090,8,2,경기도 용인시 수지구 신봉1로 216,,24시간 이용가능,37.33231249,127.06579745,EC,이지차저,(주)이지차저,1544-3332,2,20220916161759.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
12070,신봉동부센트레빌6단지아파트,EC000090,9,2,경기도 용인시 수지구 신봉1로 216,,24시간 이용가능,37.33231249,127.06579745,EC,이지차저,(주)이지차저,1544-3332,2,20220917125603.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
12071,신봉동부센트레빌6단지아파트,EC000090,10,2,경기도 용인시 수지구 신봉1로 216,,24시간 이용가능,37.33231249,127.06579745,EC,이지차저,(주)이지차저,1544-3332,2,20220915095511.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
12642,서홍마을벽산블루밍아파트,EC000224,1,2,경기도 용인시 수지구 신봉1로48번길 45,,24시간 이용가능,37.3237116,127.0829807,EC,이지차저,이지차저,1544-3332,2,20220915095514.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,N,,N,
12643,서홍마을벽산블루밍아파트,EC000224,2,2,경기도 용인시 수지구 신봉1로48번길 45,,24시간 이용가능,37.3237116,127.0829807,EC,이지차저,이지차저,1544-3332,2,20220915095514.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,N,,N,
13696,EV충전소 SK톨게이트주유소 (ev Most),EM000011,1,4,경기도 용인시 처인구 백옥대로 1410,,07:00-22:00,37.260759,127.213156,EM,evMost(현대오일뱅크),evmost,1522-2573,2,20220921194030.0,,,,,,,41,41460.0,E0,E007,Y,,N,,N,
13967,용인 호수청구아파트,EP190005,1,2,경기도 용인시 기흥구 공세로 226,"B1-B 주차장, B2-E 주차장",24시간 이용가능/외부인 출입제한,37.2400301,127.1025615,EP,이카플러그,이카플러그,1833-4577,2,20220921112622.0,20220920080916.0,20220921030904.0,20220920200916.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
13968,용인 호수청구아파트,EP190005,2,2,경기도 용인시 기흥구 공세로 226,"B1-B 주차장, B2-E 주차장",24시간 이용가능/외부인 출입제한,37.2400301,127.1025615,EP,이카플러그,이카플러그,1833-4577,2,20220921125738.0,20220921050932.0,20220921080924.0,20220921114054.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
13969,용인 호수청구아파트,EP190005,3,2,경기도 용인시 기흥구 공세로 226,"B1-B 주차장, B2-E 주차장",24시간 이용가능/외부인 출입제한,37.2400301,127.1025615,EP,이카플러그,이카플러그,1833-4577,2,20220921195306.0,20220920090909.0,20220921030903.0,20220921172018.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
14135,기흥 금화마을 주공3단지,EP190045,1,2,경기도 용인시 기흥구 금화로11번길 10,"입구주차장,307동입구 2기계실,309동입구4기계실옆",24시간 이용가능/외부인 출입제한,37.262462,127.1072185,EP,이카플러그,이카플러그,1833-4577,9,20220718201310.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
14136,기흥 금화마을 주공3단지,EP190045,2,2,경기도 용인시 기흥구 금화로11번길 10,"입구주차장,307동입구 2기계실,309동입구4기계실옆",24시간 이용가능/외부인 출입제한,37.262462,127.1072185,EP,이카플러그,이카플러그,1833-4577,2,20220921145545.0,20220913120937.0,20220913060947.0,20220913001737.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
14137,기흥 금화마을 주공3단지,EP190045,3,2,경기도 용인시 기흥구 금화로11번길 10,"입구주차장,307동입구 2기계실,309동입구4기계실옆",24시간 이용가능/외부인 출입제한,37.262462,127.1072185,EP,이카플러그,이카플러그,1833-4577,2,20220921145538.0,20220919100921.0,20220920030947.0,20220919222321.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
14138,기흥 금화마을 주공3단지,EP190045,4,2,경기도 용인시 기흥구 금화로11번길 10,"입구주차장,307동입구 2기계실,309동입구4기계실옆",24시간 이용가능/외부인 출입제한,37.262462,127.1072185,EP,이카플러그,이카플러그,1833-4577,2,20220921145619.0,20220920070922.0,20220921020937.0,20220920194322.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
14139,기흥 금화마을 주공3단지,EP190045,5,2,경기도 용인시 기흥구 금화로11번길 10,"입구주차장,307동입구 2기계실,309동입구4기계실옆",24시간 이용가능/외부인 출입제한,37.262462,127.1072185,EP,이카플러그,이카플러그,1833-4577,2,20220921145618.0,20220921020904.0,20220921100905.0,20220921025504.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
14140,기흥 금화마을 주공3단지,EP190045,6,2,경기도 용인시 기흥구 금화로11번길 10,"입구주차장,307동입구 2기계실,309동입구4기계실옆",24시간 이용가능/외부인 출입제한,37.262462,127.1072185,EP,이카플러그,이카플러그,1833-4577,3,20220921202413.0,20220920050912.0,20220921010925.0,20220921202411.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
14141,기흥 금화마을 주공3단지,EP190045,7,2,경기도 용인시 기흥구 금화로11번길 10,"입구주차장,307동입구 2기계실,309동입구4기계실옆",24시간 이용가능/외부인 출입제한,37.262462,127.1072185,EP,이카플러그,이카플러그,1833-4577,2,20220921202701.0,20220921080927.0,20220921100929.0,20220921175607.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
14142,기흥 금화마을 주공3단지,EP190045,8,2,경기도 용인시 기흥구 금화로11번길 10,"입구주차장,307동입구 2기계실,309동입구4기계실옆",24시간 이용가능/외부인 출입제한,37.262462,127.1072185,EP,이카플러그,이카플러그,1833-4577,2,20220921202728.0,20220921070910.0,20220921010925.0,20220921190828.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
14143,기흥 금화마을 주공3단지,EP190045,9,2,경기도 용인시 기흥구 금화로11번길 10,"입구주차장,307동입구 2기계실,309동입구4기계실옆",24시간 이용가능/외부인 출입제한,37.262462,127.1072185,EP,이카플러그,이카플러그,1833-4577,3,20220921193025.0,20220920120901.0,20220920030940.0,20220920124501.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
14161,기흥 광림남교회,EP190051,1,2,경기도 용인시 기흥구 동백죽전대로 245,입구주차타워 1층,24시간 이용가능/시설 상황에 따라 이용이 제한될 수 있습니다,37.2632871,127.1560157,EP,이카플러그,이카플러그,1833-4577,2,20220921144619.0,20220919110914.0,20220920040955.0,20220919231814.0,,7.0,단독,41,41460.0,I0,I002,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음,N,
14162,기흥 광림남교회,EP190051,2,2,경기도 용인시 기흥구 동백죽전대로 245,입구주차타워 1층,24시간 이용가능/시설 상황에 따라 이용이 제한될 수 있습니다,37.2632871,127.1560157,EP,이카플러그,이카플러그,1833-4577,2,20220921105226.0,20220911070902.0,20220911110935.0,20220911073202.0,,7.0,단독,41,41460.0,I0,I002,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음,N,
14163,기흥 삼정아파트,EP190053,1,2,경기도 용인시 기흥구 사은로 64,"101동 지하출입구 외벽,102동 지하출입구 두번째기둥뒤,103동 지하출입구 6번기둥옆",24시간 이용가능/외부인 출입제한,37.2550937,127.1125646,EP,이카플러그,이카플러그,1833-4577,2,20220921143531.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
14164,기흥 삼정아파트,EP190053,2,2,경기도 용인시 기흥구 사은로 64,"101동 지하출입구 외벽,102동 지하출입구 두번째기둥뒤,103동 지하출입구 6번기둥옆",24시간 이용가능/외부인 출입제한,37.2550937,127.1125646,EP,이카플러그,이카플러그,1833-4577,2,20220921113422.0,20220505060553.0,20220505090525.0,20220505183653.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
14165,기흥 삼정아파트,EP190053,3,2,경기도 용인시 기흥구 사은로 64,"101동 지하출입구 외벽,102동 지하출입구 두번째기둥뒤,103동 지하출입구 6번기둥옆",24시간 이용가능/외부인 출입제한,37.2550937,127.1125646,EP,이카플러그,이카플러그,1833-4577,2,20220921142914.0,20220902110948.0,20220903010911.0,20220902235248.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
14166,기흥 삼정아파트,EP190053,4,2,경기도 용인시 기흥구 사은로 64,"101동 지하출입구 외벽,102동 지하출입구 두번째기둥뒤,103동 지하출입구 6번기둥옆",24시간 이용가능/외부인 출입제한,37.2550937,127.1125646,EP,이카플러그,이카플러그,1833-4577,2,20220921104316.0,20210322100357.0,20210322010326.0,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
14216,용인 신촌마을포스홈타운2단지,EP190072,1,2,경기도 용인시 기흥구 신촌로47번길 11,305동앞 1층주차장,24시간 이용가능/외부인 출입제한,37.3086298,127.1087369,EP,이카플러그,이카플러그,1833-4577,2,20220921193248.0,20220916020921.0,20220916030931.0,20220921180021.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
14217,용인 신촌마을포스홈타운2단지,EP190072,2,2,경기도 용인시 기흥구 신촌로47번길 11,305동앞 1층주차장,24시간 이용가능/외부인 출입제한,37.3086298,127.1087369,EP,이카플러그,이카플러그,1833-4577,2,20220921144058.0,20220918010915.0,20220918020918.0,20220918134115.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
14218,용인 신촌마을포스홈타운2단지,EP190072,3,2,경기도 용인시 기흥구 신촌로47번길 11,305동앞 1층주차장,24시간 이용가능/외부인 출입제한,37.3086298,127.1087369,EP,이카플러그,이카플러그,1833-4577,2,20220921172403.0,20220918020911.0,20220918060917.0,20220921141948.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
14219,용인 신촌마을포스홈타운2단지,EP190072,4,2,경기도 용인시 기흥구 신촌로47번길 11,305동앞 1층주차장,24시간 이용가능/외부인 출입제한,37.3086298,127.1087369,EP,이카플러그,이카플러그,1833-4577,2,20220921115924.0,20220920110919.0,20220921040928.0,20220920231919.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
14220,용인 신촌마을포스홈타운2단지,EP190072,5,2,경기도 용인시 기흥구 신촌로47번길 11,305동앞 1층주차장,24시간 이용가능/외부인 출입제한,37.3086298,127.1087369,EP,이카플러그,이카플러그,1833-4577,2,20220921103952.0,20220920040937.0,20220920080931.0,20220921043751.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
14221,용인 신촌마을포스홈타운2단지,EP190072,6,2,경기도 용인시 기흥구 신촌로47번길 11,305동앞 1층주차장,24시간 이용가능/외부인 출입제한,37.3086298,127.1087369,EP,이카플러그,이카플러그,1833-4577,2,20220921184412.0,20220908010950.0,20220908070957.0,20220908012850.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
